Household_ID,State,District,Area,Family_Size,Income,Expenses,Savings,Education,Occupation,Own_House,Vehicles,Electricity_Usage,Water_Source,Internet,Bank_Balance,Loan_Amount,Credit_Score
HH01957,Delhi,A,Rural,8,10142,10374,-232,Primary,Farmer,No,0,808.4,Tanker,No,572092.09,510360.4,485
HH01958,Gujarat,A,Urban,5,19525,11908,7617,Secondary,Teacher,Yes,4,353.4,Tap,No,1609724.43,781938.63,493
HH01959,Punjab,B,Rural,1,157318,115444,41874,Graduate,Teacher,No,4,264.7,Tap,Yes,1930433.19,1294186.32,641
HH01960,Karnataka,A,Rural,5,261026,107986,153040,Graduate,Teacher,No,2,514.9,Well,Yes,782051.9,875711.1,876
HH01961,Maharashtra,C,Urban,8,75072,73656,1416,Graduate,Teacher,Yes,2,190.6,Borewell,Yes,1508995.45,878704.13,890
HH01962,Punjab,D,Urban,9,176197,101907,74290,Secondary,Business,Yes,2,674.9,Borewell,Yes,143585.73,514547.77,469
HH01963,Karnataka,D,Rural,2,247384,208196,39188,Graduate,Teacher,No,4,810.6,Borewell,Yes,1536357.54,708130.99,591
HH01964,Gujarat,B,Urban,1,30221,30525,-304,Graduate,Student,Yes,0,559.2,Borewell,No,170684.09,1124102.59,353
HH01965,Delhi,C,Urban,3,235828,230286,5542,Primary,Teacher,Yes,0,741.3,Well,Yes,1163560.46,1407619.9,895
HH01966,Punjab,C,Rural,10,34030,27242,6788,Secondary,Doctor,Yes,2,581.4,Tap,No,383988.93,145384.08,635
HH01967,Maharashtra,D,Urban,1,78974,56324,22650,Secondary,Teacher,Yes,4,280.2,Borewell,No,1867155.77,207493.49,621
HH01968,Karnataka,A,Rural,4,136626,91411,45215,Secondary,Labor,No,1,664.2,Tap,Yes,1629932.23,479474.42,550
HH01969,Gujarat,C,Urban,10,117717,76194,41523,Secondary,Labor,Yes,1,546.9,Borewell,No,709889.08,713587.3,758
HH01970,Tamil Nadu,C,Urban,3,57618,57011,607,Primary,Engineer,No,0,144.1,Tanker,No,1334957.91,886078.24,853
HH01971,Tamil Nadu,B,Rural,7,111853,69889,41964,Primary,Business,Yes,2,142.9,Borewell,No,1775990.61,1185077.6,347
HH01972,Delhi,B,Urban,3,11520,5038,6482,Graduate,Doctor,No,0,221.0,Well,No,1905564.78,469438.29,379
HH01973,Karnataka,B,Urban,2,164791,86881,77910,Secondary,Business,Yes,4,599.1,Tap,No,1831030.51,572281.51,602
HH01974,Maharashtra,B,Urban,4,270503,224161,46342,Postgraduate,Engineer,No,2,709.7,Tap,No,1223949.95,895073.11,454
HH01975,Karnataka,D,Rural,3,118601,130260,-11659,Secondary,Labor,Yes,4,404.2,Tanker,Yes,78874.48,728824.55,532
HH01976,Punjab,D,Urban,7,119199,120743,-1544,Secondary,Student,Yes,2,464.1,Tanker,Yes,849999.75,75782.92,636
HH01977,Delhi,B,Urban,6,264593,233951,30642,Graduate,Student,No,4,172.2,Tanker,Yes,765561.97,1486710.83,634
HH01978,Gujarat,C,Rural,2,234216,109004,125212,Graduate,Farmer,No,4,137.3,Tap,Yes,1560150.97,933192.84,584
HH01979,Karnataka,C,Rural,9,288390,180018,108372,Postgraduate,Business,No,2,818.0,Borewell,Yes,1641280.3,373813.29,783
HH01980,Gujarat,B,Rural,1,131518,59517,72001,Graduate,Student,Yes,0,163.3,Borewell,Yes,84854.72,543429.87,693
HH01981,Karnataka,A,Rural,1,271966,160532,111434,Graduate,Labor,Yes,3,402.1,Well,Yes,745231.52,406257.45,644
HH01982,Gujarat,B,Urban,6,121319,116136,5183,Primary,Engineer,Yes,4,758.8,Tanker,Yes,1187910.16,494606.83,744
HH01983,Punjab,A,Urban,4,277597,274246,3351,Postgraduate,Student,Yes,3,638.6,Well,Yes,1184565.89,658754.88,451
HH01984,Punjab,C,Rural,2,44792,32630,12162,Secondary,Engineer,Yes,2,427.1,Tanker,Yes,1426586.0,1343818.4,474
HH01985,Delhi,D,Urban,4,154672,159733,-5061,Graduate,Student,Yes,0,793.3,Well,Yes,1684148.62,1160336.27,698
HH01986,Maharashtra,C,Urban,3,28629,15006,13623,Secondary,Farmer,No,4,429.6,Tap,Yes,1909220.09,321955.37,351
HH01987,Gujarat,A,Urban,5,116457,62800,53657,Graduate,Teacher,Yes,3,839.8,Tap,Yes,1188200.54,1092129.49,648
HH01988,Delhi,B,Urban,5,75985,75915,70,Primary,Student,Yes,4,230.1,Tap,Yes,872048.53,232128.24,852
HH01989,Punjab,C,Urban,7,83301,91280,-7979,Postgraduate,Teacher,No,1,362.7,Well,No,337882.16,41826.97,844
HH01990,Delhi,B,Urban,5,283093,244800,38293,Primary,Doctor,No,3,714.3,Tap,No,1308485.82,1312905.69,644
HH01991,Delhi,A,Rural,8,275112,252522,22590,Secondary,Doctor,No,4,154.0,Well,No,1733786.1,1271821.27,305
HH01992,Maharashtra,A,Urban,6,78701,53427,25274,Primary,Doctor,Yes,3,554.0,Borewell,No,1566914.65,866680.27,302
HH01993,Tamil Nadu,A,Urban,10,230792,135542,95250,Graduate,Business,Yes,0,91.3,Tanker,No,885336.43,986529.99,679
HH01994,Maharashtra,B,Rural,1,113099,84860,28239,Primary,Farmer,No,3,557.7,Tap,No,649865.07,308344.1,596
HH01995,Tamil Nadu,D,Rural,9,169296,146247,23049,Postgraduate,Student,No,0,380.7,Borewell,Yes,777180.01,928919.28,362
HH01996,Maharashtra,D,Rural,10,73567,40118,33449,Secondary,Business,No,0,787.4,Well,No,1353645.85,71781.86,385
HH01997,Tamil Nadu,B,Urban,4,240499,251700,-11201,Postgraduate,Farmer,Yes,4,262.0,Tanker,Yes,475352.59,528037.62,750
HH01998,Punjab,D,Urban,10,103826,44504,59322,Postgraduate,Teacher,Yes,1,893.6,Tap,No,1277754.45,1040455.47,865
HH01999,Tamil Nadu,B,Rural,6,37720,35993,1727,Postgraduate,Farmer,No,0,642.6,Well,No,606894.08,1217915.63,799
HH02000,Maharashtra,B,Urban,2,178722,190452,-11730,Secondary,Doctor,Yes,3,206.9,Tanker,Yes,1031751.22,392155.94,372
HH02001,Maharashtra,A,Urban,2,6343,5241,1102,Graduate,Labor,Yes,3,760.6,Well,No,461534.1,933580.75,642
HH02002,Maharashtra,A,Rural,6,11847,11365,482,Graduate,Engineer,Yes,0,454.8,Borewell,No,1801869.49,1061351.77,812
HH02003,Delhi,A,Urban,2,75202,68468,6734,Graduate,Labor,No,4,211.8,Well,No,166643.41,889666.22,614
HH02004,Gujarat,B,Rural,3,98169,64522,33647,Postgraduate,Labor,Yes,3,519.3,Tap,Yes,713755.34,1077847.73,893
HH02005,Punjab,A,Urban,6,142118,129848,12270,Postgraduate,Farmer,No,1,781.2,Tanker,Yes,1858438.06,1482444.0,571
HH02006,Maharashtra,D,Rural,6,211063,194881,16182,Postgraduate,Student,No,1,325.9,Tanker,Yes,990183.0,1429168.52,335
HH02007,Karnataka,B,Urban,5,121192,50733,70459,Graduate,Teacher,Yes,0,55.7,Tap,No,742384.13,91900.84,687
HH02008,Gujarat,C,Rural,7,68147,52595,15552,Graduate,Doctor,No,1,552.1,Tanker,Yes,1417352.9,1291432.53,567
HH02009,Delhi,D,Rural,5,298071,221707,76364,Postgraduate,Labor,Yes,1,578.2,Borewell,No,1906051.19,1312334.03,332
HH02010,Karnataka,C,Rural,9,176041,172414,3627,Secondary,Teacher,No,2,152.2,Tap,No,811739.93,123522.76,455
HH02011,Gujarat,B,Rural,6,120178,113523,6655,Primary,Doctor,No,2,558.1,Tap,Yes,1584679.3,156999.18,499
HH02012,Tamil Nadu,A,Rural,3,94746,78085,16661,Postgraduate,Doctor,No,2,274.1,Tanker,No,1584218.55,493416.07,691
HH02013,Tamil Nadu,C,Rural,5,73852,41553,32299,Secondary,Student,Yes,0,162.0,Tap,Yes,788661.55,391454.11,359
HH02014,Maharashtra,C,Urban,5,171772,116528,55244,Secondary,Doctor,Yes,2,477.0,Tap,No,296063.39,271839.39,352
HH02015,Tamil Nadu,C,Rural,10,178820,179528,-708,Secondary,Student,No,1,123.2,Borewell,No,1232776.16,156230.64,620
HH02016,Tamil Nadu,D,Rural,10,250221,204370,45851,Graduate,Doctor,Yes,2,506.4,Tanker,Yes,33298.89,1351662.01,750
HH02017,Karnataka,A,Rural,8,183712,106555,77157,Postgraduate,Teacher,No,0,373.7,Borewell,No,662086.21,1033942.4,382
HH02018,Punjab,C,Urban,7,209211,100445,108766,Secondary,Doctor,No,4,364.5,Well,No,514290.7,747163.21,640
HH02019,Tamil Nadu,A,Urban,4,7254,7431,-177,Postgraduate,Doctor,Yes,3,780.3,Borewell,Yes,509794.62,702686.93,823
HH02020,Karnataka,C,Urban,2,148183,162642,-14459,Graduate,Student,Yes,1,730.3,Tanker,No,480450.36,1926.57,408
HH02021,Delhi,C,Rural,2,69173,33082,36091,Secondary,Engineer,Yes,4,411.4,Tanker,No,904158.83,814052.59,660
HH02022,Gujarat,B,Urban,5,116840,57969,58871,Postgraduate,Labor,Yes,2,533.2,Well,No,1160623.4,101572.25,864
HH02023,Delhi,B,Urban,4,135455,77382,58073,Graduate,Engineer,Yes,2,887.9,Tap,Yes,1333156.92,407533.95,516
HH02024,Delhi,A,Urban,8,133800,122401,11399,Primary,Engineer,No,4,592.2,Well,No,150898.19,165044.05,537
HH02025,Karnataka,A,Urban,4,142783,121964,20819,Secondary,Business,No,2,359.8,Borewell,No,1576727.49,489657.9,599
HH02026,Delhi,B,Rural,7,25300,14697,10603,Secondary,Teacher,Yes,2,656.5,Borewell,Yes,1866817.46,1498854.47,868
HH02027,Tamil Nadu,A,Urban,1,19089,11493,7596,Secondary,Student,Yes,1,132.4,Tap,No,1511910.52,373958.45,515
HH02028,Karnataka,A,Rural,1,163317,144293,19024,Postgraduate,Farmer,Yes,0,590.4,Borewell,Yes,1942548.03,922943.1,553
HH02029,Delhi,D,Rural,5,43614,25956,17658,Primary,Business,Yes,1,563.4,Well,Yes,-4118.47,214974.8,639
HH02030,Gujarat,C,Rural,5,68547,46670,21877,Postgraduate,Farmer,Yes,2,228.5,Well,No,627485.8,158399.39,876
HH02031,Karnataka,B,Rural,7,51202,34554,16648,Secondary,Teacher,No,0,189.4,Tap,No,887229.43,873156.33,391
HH02032,Tamil Nadu,D,Urban,1,278358,263737,14621,Graduate,Farmer,Yes,0,286.9,Well,Yes,319361.32,1169280.69,459
HH02033,Punjab,A,Urban,6,207395,170971,36424,Secondary,Farmer,Yes,3,380.4,Tanker,No,1077741.04,991419.72,739
HH02034,Maharashtra,C,Urban,9,28563,23014,5549,Primary,Teacher,No,2,420.6,Borewell,Yes,1409888.55,997893.55,660
HH02035,Gujarat,C,Urban,8,251792,137553,114239,Graduate,Student,No,0,343.6,Borewell,Yes,1305614.47,1461731.93,551
HH02036,Gujarat,C,Urban,5,113190,83309,29881,Graduate,Engineer,No,0,649.0,Borewell,Yes,1745686.41,216651.87,805
HH02037,Karnataka,B,Urban,1,104977,84080,20897,Graduate,Doctor,No,1,226.8,Tanker,No,1770195.11,587754.45,328
HH02038,Tamil Nadu,D,Rural,1,47952,38570,9382,Secondary,Engineer,Yes,0,376.3,Borewell,No,60991.96,869242.43,728
HH02039,Delhi,D,Rural,5,99082,93351,5731,Secondary,Teacher,No,1,94.4,Borewell,No,966677.41,1310212.7,467
HH02040,Punjab,C,Rural,7,239884,239122,762,Primary,Teacher,No,3,583.5,Borewell,No,772165.71,1442874.02,319
HH02041,Gujarat,D,Urban,1,264177,188508,75669,Secondary,Business,Yes,1,362.1,Tap,No,1149550.79,19001.73,477
HH02042,Punjab,D,Rural,9,140735,91325,49410,Postgraduate,Engineer,No,2,153.4,Borewell,Yes,787703.94,224865.41,652
HH02043,Maharashtra,C,Urban,10,220093,225912,-5819,Postgraduate,Teacher,No,0,768.4,Borewell,No,60053.5,374337.28,322
HH02044,Karnataka,C,Rural,7,223108,192773,30335,Secondary,Engineer,Yes,0,832.4,Well,No,1420533.57,1118706.98,479
HH02045,Tamil Nadu,C,Urban,6,149862,132376,17486,Postgraduate,Student,Yes,2,660.0,Well,Yes,101674.72,195808.29,630
HH02046,Tamil Nadu,D,Rural,2,49707,25046,24661,Secondary,Labor,Yes,1,298.5,Borewell,No,942620.74,303383.86,625
HH02047,Gujarat,A,Urban,2,248566,102235,146331,Secondary,Labor,Yes,2,199.9,Well,No,901780.01,866508.28,576
HH02048,Gujarat,A,Rural,4,91337,65192,26145,Secondary,Doctor,No,3,843.4,Well,Yes,1732499.21,1346974.25,341
HH02049,Gujarat,A,Urban,1,121521,84191,37330,Primary,Labor,No,0,537.8,Borewell,No,683811.14,781038.41,648
HH02050,Karnataka,A,Rural,8,78505,54212,24293,Graduate,Farmer,No,3,594.2,Tap,Yes,1166755.38,1155470.49,329
HH02051,Karnataka,B,Rural,8,55766,42113,13653,Secondary,Teacher,Yes,2,668.6,Tap,Yes,1880957.31,104389.98,464
HH02052,Delhi,B,Urban,2,234450,128653,105797,Secondary,Engineer,Yes,0,263.2,Well,Yes,1074215.09,182599.29,432
HH02053,Delhi,A,Rural,1,17319,14273,3046,Postgraduate,Business,No,0,116.5,Tanker,Yes,1353333.92,1141178.06,461
HH02054,Delhi,C,Urban,6,290589,195117,95472,Primary,Business,No,1,229.5,Tanker,Yes,1534736.7,1055662.52,428
HH02055,Maharashtra,A,Rural,6,231644,237729,-6085,Postgraduate,Student,Yes,0,214.7,Tap,Yes,1186346.66,513259.02,349
HH02056,Punjab,A,Rural,10,130637,116961,13676,Graduate,Farmer,Yes,2,706.5,Borewell,No,1027222.95,1474732.11,516
HH02057,Maharashtra,C,Rural,9,52527,31079,21448,Primary,Business,No,4,513.8,Well,No,1267156.1,1074833.11,712
HH02058,Karnataka,D,Rural,4,290954,134932,156022,Postgraduate,Business,No,0,784.0,Tap,Yes,630486.08,204884.72,848
HH02059,Gujarat,B,Urban,9,275802,145996,129806,Secondary,Farmer,Yes,3,444.9,Borewell,No,1427070.78,193577.29,410
HH02060,Delhi,B,Urban,1,85805,42011,43794,Postgraduate,Teacher,No,4,62.5,Well,No,961827.97,795056.19,620
HH02061,Karnataka,B,Rural,8,278440,258982,19458,Postgraduate,Labor,Yes,0,263.1,Well,No,1637793.28,1432228.1,461
HH02062,Gujarat,B,Urban,10,266145,223616,42529,Secondary,Student,Yes,2,630.1,Tap,Yes,987779.94,140015.59,389
HH02063,Punjab,A,Rural,7,38297,38525,-228,Secondary,Business,Yes,1,284.7,Tap,No,896532.38,797109.57,871
HH02064,Karnataka,A,Rural,7,98097,90095,8002,Primary,Student,Yes,2,50.8,Borewell,Yes,1124586.85,1001593.13,620
HH02065,Maharashtra,A,Urban,1,96500,74584,21916,Postgraduate,Doctor,No,2,474.3,Borewell,No,21421.77,494981.9,515
HH02066,Maharashtra,D,Rural,9,232094,190348,41746,Postgraduate,Engineer,No,0,358.6,Borewell,No,1919278.37,304611.93,665
HH02067,Karnataka,A,Rural,4,87936,90306,-2370,Secondary,Engineer,No,1,147.6,Tanker,Yes,964816.13,185284.01,747
HH02068,Tamil Nadu,A,Rural,3,35647,15945,19702,Secondary,Doctor,No,4,557.9,Well,No,896133.05,1001562.32,629
HH02069,Tamil Nadu,C,Urban,2,295382,189570,105812,Graduate,Business,No,0,694.3,Tanker,No,1437153.79,910750.14,470
HH02070,Gujarat,B,Urban,9,12366,11800,566,Secondary,Doctor,No,1,295.4,Borewell,Yes,1826237.52,548869.94,469
HH02071,Karnataka,B,Urban,4,42933,17798,25135,Graduate,Labor,Yes,1,891.0,Tanker,Yes,1826916.58,848504.14,561
HH02072,Delhi,B,Urban,10,13174,11305,1869,Secondary,Engineer,No,4,596.0,Borewell,No,400539.18,186389.47,429
HH02073,Tamil Nadu,B,Rural,7,269239,258787,10452,Postgraduate,Labor,Yes,3,491.6,Borewell,No,1696003.54,1466851.71,599
HH02074,Maharashtra,D,Rural,6,242455,178548,63907,Graduate,Labor,No,1,733.5,Tap,No,46580.43,214089.31,717
HH02075,Punjab,A,Urban,9,35133,37124,-1991,Primary,Engineer,Yes,4,458.9,Tap,No,822066.57,129656.43,456
HH02076,Karnataka,D,Rural,8,58374,25747,32627,Secondary,Teacher,No,0,570.5,Well,No,1666708.58,1287498.96,708
HH02077,Gujarat,B,Urban,9,145164,79013,66151,Primary,Labor,No,1,239.5,Well,No,452468.57,606035.9,566
HH02078,Gujarat,D,Urban,7,39133,42381,-3248,Postgraduate,Student,Yes,4,193.1,Tanker,No,625599.7,1250233.4,751
HH02079,Tamil Nadu,D,Urban,4,203637,145795,57842,Primary,Labor,No,0,227.9,Tap,No,416323.58,1032631.4,827
HH02080,Gujarat,C,Rural,2,274457,178526,95931,Secondary,Labor,No,3,638.1,Tanker,Yes,490472.71,366970.32,863
HH02081,Maharashtra,D,Rural,5,225185,91024,134161,Primary,Engineer,Yes,2,441.0,Well,No,1811868.67,1203613.61,396
HH02082,Maharashtra,A,Rural,9,295472,322914,-27442,Postgraduate,Teacher,Yes,0,713.9,Tap,Yes,721045.66,524301.36,606
HH02083,Delhi,B,Rural,2,295626,226732,68894,Secondary,Student,Yes,3,189.8,Well,No,1824619.75,251884.94,801
HH02084,Maharashtra,C,Urban,3,117487,122953,-5466,Postgraduate,Farmer,Yes,0,126.7,Tap,No,1729987.55,417952.4,781
HH02085,Maharashtra,B,Urban,10,241087,162736,78351,Postgraduate,Engineer,Yes,1,121.4,Borewell,No,23607.65,595772.79,689
HH02086,Karnataka,B,Rural,6,188281,184061,4220,Graduate,Teacher,No,4,628.0,Borewell,Yes,1079196.88,1442651.84,757
HH02087,Karnataka,C,Rural,5,290949,203062,87887,Graduate,Teacher,Yes,0,705.8,Well,No,78588.25,34062.5,873
HH02088,Delhi,C,Rural,9,182862,124729,58133,Secondary,Labor,Yes,2,236.1,Borewell,No,879152.7,72025.88,450
HH02089,Tamil Nadu,A,Rural,2,257729,179914,77815,Secondary,Engineer,No,3,873.2,Tanker,Yes,430189.17,245029.54,669
HH02090,Maharashtra,B,Rural,2,291974,243253,48721,Graduate,Business,No,2,792.3,Tap,No,558716.45,1479878.83,340
HH02091,Tamil Nadu,A,Rural,6,276767,156764,120003,Secondary,Business,No,2,322.0,Borewell,Yes,1038444.81,1497386.56,312
HH02092,Maharashtra,C,Urban,1,207869,207727,142,Primary,Business,No,1,60.0,Well,Yes,1250323.49,825585.61,526
HH02093,Maharashtra,C,Urban,8,153257,156711,-3454,Postgraduate,Farmer,Yes,4,794.7,Borewell,Yes,412902.97,1250077.51,700
HH02094,Gujarat,C,Urban,8,196725,160414,36311,Secondary,Teacher,Yes,3,881.0,Tap,Yes,1654096.09,269459.97,482
HH02095,Maharashtra,C,Rural,8,227611,169232,58379,Graduate,Teacher,No,3,715.7,Well,No,1821264.41,568826.9,323
HH02096,Maharashtra,C,Rural,6,142711,139693,3018,Graduate,Teacher,No,3,420.4,Tanker,Yes,369346.57,1197902.62,375
HH02097,Delhi,A,Urban,3,177653,139119,38534,Secondary,Engineer,Yes,1,214.7,Borewell,Yes,1510945.68,600706.74,729
HH02098,Karnataka,D,Urban,3,14237,11759,2478,Primary,Business,No,2,754.0,Tap,Yes,567567.54,762870.34,857
HH02099,Gujarat,A,Urban,7,241969,161326,80643,Secondary,Teacher,Yes,4,329.2,Tanker,No,1471956.3,828581.76,571
HH02100,Gujarat,A,Urban,6,204492,103931,100561,Postgraduate,Doctor,No,1,644.8,Tap,Yes,1645866.16,1226792.41,665
HH02101,Delhi,A,Urban,5,123920,85918,38002,Secondary,Student,Yes,4,768.3,Tanker,Yes,562771.46,131053.14,736
HH02102,Punjab,D,Rural,7,169197,78245,90952,Secondary,Teacher,Yes,1,404.6,Well,No,1865330.16,1291907.8,546
HH02103,Karnataka,C,Urban,5,114449,45868,68581,Secondary,Business,No,1,67.1,Tap,No,964659.17,1397536.84,744
HH02104,Delhi,B,Rural,9,240646,161594,79052,Primary,Business,No,0,94.8,Well,Yes,1885526.72,159744.91,591
HH02105,Delhi,D,Rural,7,257687,157385,100302,Graduate,Labor,Yes,3,473.9,Tap,No,268491.48,1039868.68,534
HH02106,Karnataka,B,Urban,1,46610,23569,23041,Primary,Student,No,2,224.1,Well,Yes,24209.59,1265142.82,750
HH02107,Delhi,A,Rural,10,39257,20508,18749,Secondary,Doctor,No,2,391.4,Tap,No,1328068.06,1238751.19,625
HH02108,Tamil Nadu,C,Rural,4,252846,200939,51907,Graduate,Labor,No,1,702.3,Borewell,Yes,1055402.66,217735.46,819
HH02109,Punjab,B,Rural,1,86508,54918,31590,Primary,Teacher,No,0,159.1,Borewell,Yes,122176.97,1475827.01,581
HH02110,Delhi,C,Rural,5,24803,13694,11109,Primary,Business,Yes,0,679.0,Borewell,Yes,1845300.42,1393909.18,609
HH02111,Gujarat,A,Urban,8,61773,56882,4891,Postgraduate,Doctor,No,0,759.7,Tanker,No,930561.13,319626.69,791
HH02112,Karnataka,C,Rural,9,106678,49170,57508,Graduate,Teacher,No,2,231.9,Tap,Yes,214423.57,1368572.84,514
HH02113,Tamil Nadu,C,Urban,7,143454,75780,67674,Secondary,Labor,No,1,785.6,Tap,No,1937976.1,683391.15,349
HH02114,Tamil Nadu,C,Urban,10,139388,96237,43151,Secondary,Teacher,Yes,1,488.0,Borewell,No,956028.22,181963.29,562
HH02115,Tamil Nadu,B,Urban,6,237689,250551,-12862,Postgraduate,Teacher,No,2,328.7,Tap,Yes,1795592.4,680207.2,683
HH02116,Maharashtra,A,Urban,7,163945,136934,27011,Secondary,Business,Yes,3,561.9,Borewell,No,1306921.66,795452.29,344
HH02117,Karnataka,B,Urban,7,80797,43018,37779,Secondary,Teacher,No,1,362.3,Borewell,Yes,155632.15,266269.53,617
HH02118,Delhi,A,Rural,1,155832,115422,40410,Secondary,Teacher,Yes,0,381.9,Tap,No,994997.38,721213.61,416
HH02119,Punjab,C,Urban,9,239439,120485,118954,Graduate,Teacher,No,1,210.9,Borewell,No,1215959.09,1013769.37,882
HH02120,Karnataka,D,Urban,4,163382,168755,-5373,Primary,Farmer,No,4,596.8,Borewell,Yes,1061722.03,123973.64,728
HH02121,Delhi,B,Urban,3,224362,148904,75458,Secondary,Teacher,Yes,4,605.8,Tap,Yes,1051098.29,1127642.8,363
HH02122,Gujarat,B,Urban,1,84764,58855,25909,Postgraduate,Teacher,Yes,1,562.1,Well,No,1915514.47,155478.45,816
HH02123,Maharashtra,D,Rural,5,57809,55793,2016,Postgraduate,Student,No,0,273.5,Borewell,No,255729.21,1243036.93,472
HH02124,Tamil Nadu,B,Urban,2,132549,88122,44427,Secondary,Farmer,Yes,2,374.3,Tap,No,1219966.43,1494151.73,712
HH02125,Tamil Nadu,D,Rural,6,97403,58048,39355,Primary,Teacher,No,1,631.6,Tap,No,1251700.99,917161.31,784
HH02126,Punjab,D,Urban,8,196870,114300,82570,Secondary,Business,Yes,3,211.0,Tanker,No,1117116.01,915231.49,863
HH02127,Karnataka,D,Urban,2,248585,114522,134063,Secondary,Teacher,No,3,786.8,Borewell,Yes,724960.48,1189421.09,695
HH02128,Karnataka,C,Rural,2,36745,26548,10197,Secondary,Engineer,Yes,4,285.1,Tanker,No,1780859.63,315020.83,720
HH02129,Punjab,C,Urban,7,44910,44965,-55,Secondary,Business,Yes,1,828.4,Borewell,No,1098078.45,1489127.96,703
HH02130,Delhi,D,Urban,1,176585,127312,49273,Postgraduate,Student,Yes,1,195.9,Tanker,No,1739791.71,108161.3,781
HH02131,Karnataka,C,Rural,10,164426,151481,12945,Postgraduate,Business,No,1,34.5,Tanker,Yes,397816.39,1387664.1,743
HH02132,Delhi,B,Urban,3,267569,268367,-798,Graduate,Teacher,No,3,844.2,Tanker,Yes,848147.24,295480.94,761
HH02133,Karnataka,C,Urban,2,14618,5899,8719,Graduate,Doctor,No,1,242.0,Well,Yes,1370288.41,1026218.2,465
HH02134,Maharashtra,B,Urban,7,182446,145616,36830,Secondary,Farmer,Yes,2,306.2,Tap,Yes,1693006.85,813821.4,459
HH02135,Punjab,B,Urban,7,10702,10846,-144,Secondary,Business,No,0,603.1,Tanker,No,1884691.83,693832.45,602
HH02136,Karnataka,A,Rural,10,56235,59546,-3311,Postgraduate,Engineer,Yes,3,430.4,Tanker,No,183522.06,626766.53,473
HH02137,Delhi,D,Urban,10,128769,58678,70091,Postgraduate,Business,No,3,799.8,Well,Yes,127946.68,805358.51,579
HH02138,Punjab,B,Rural,8,17937,12133,5804,Postgraduate,Business,Yes,1,268.9,Tap,No,441249.99,1191475.55,888
HH02139,Maharashtra,A,Rural,3,169271,123998,45273,Postgraduate,Student,Yes,3,750.9,Borewell,No,1191261.24,384295.27,676
HH02140,Punjab,D,Urban,9,296629,296200,429,Postgraduate,Labor,Yes,1,753.6,Well,Yes,1837995.51,794611.68,521
HH02141,Tamil Nadu,A,Rural,7,191029,191601,-572,Graduate,Business,Yes,1,33.2,Tap,Yes,821067.71,696794.87,324
HH02142,Delhi,B,Urban,6,181857,121823,60034,Secondary,Engineer,No,2,409.0,Tanker,No,1029049.15,1358575.09,829
HH02143,Punjab,B,Urban,10,60827,58516,2311,Primary,Teacher,Yes,2,328.6,Tanker,No,589095.04,1008215.91,322
HH02144,Punjab,D,Urban,6,291527,280219,11308,Secondary,Doctor,No,1,563.4,Well,No,1721190.74,733960.41,476
HH02145,Punjab,C,Urban,4,6380,6842,-462,Secondary,Business,No,4,248.9,Tap,No,1278925.07,709433.4,505
HH02146,Karnataka,C,Urban,7,54361,59459,-5098,Postgraduate,Student,Yes,0,243.8,Borewell,Yes,1218926.08,356584.85,847
HH02147,Delhi,A,Urban,5,81108,52978,28130,Postgraduate,Engineer,Yes,1,821.0,Well,Yes,1567694.97,1067074.59,808
HH02148,Tamil Nadu,A,Urban,2,56211,49649,6562,Primary,Engineer,No,4,513.1,Well,Yes,429736.04,198632.48,773
HH02149,Delhi,B,Urban,7,142142,59015,83127,Secondary,Student,No,2,469.4,Well,Yes,1982630.35,1175934.8,367
HH02150,Karnataka,B,Urban,6,200175,180026,20149,Postgraduate,Business,Yes,3,509.5,Borewell,No,1589007.19,793428.06,423
HH02151,Gujarat,B,Rural,1,165479,134826,30653,Graduate,Engineer,Yes,0,435.0,Borewell,No,1945775.93,1427672.92,512
HH02152,Tamil Nadu,D,Urban,7,48734,49726,-992,Primary,Engineer,No,3,574.9,Borewell,Yes,1373309.28,33341.95,730
HH02153,Gujarat,C,Rural,10,82120,63317,18803,Graduate,Labor,Yes,4,139.9,Tanker,Yes,244696.34,566841.31,718
HH02154,Punjab,D,Rural,4,297052,280307,16745,Secondary,Business,No,3,372.2,Tap,No,504226.53,644800.83,765
HH02155,Tamil Nadu,B,Rural,5,150053,154746,-4693,Secondary,Labor,No,4,207.8,Well,No,558353.02,928797.51,834
HH02156,Karnataka,C,Rural,2,236117,193472,42645,Secondary,Engineer,No,4,611.0,Well,Yes,818786.74,901257.84,392
HH02157,Gujarat,D,Urban,5,86329,53154,33175,Postgraduate,Doctor,No,4,413.2,Tanker,No,1524071.29,1272993.44,383
HH02158,Punjab,A,Urban,6,263782,111361,152421,Secondary,Labor,No,4,112.9,Tanker,Yes,1232503.1,701811.63,626
HH02159,Maharashtra,B,Urban,5,180605,74845,105760,Secondary,Farmer,No,2,802.3,Tanker,Yes,859094.94,156849.54,621
HH02160,Punjab,C,Urban,2,260802,227711,33091,Secondary,Farmer,No,4,530.0,Tap,No,453329.69,1082036.2,316
HH02161,Tamil Nadu,A,Rural,5,233502,172547,60955,Primary,Business,Yes,4,32.8,Well,No,709182.08,703295.02,818
HH02162,Maharashtra,C,Urban,9,157144,111641,45503,Secondary,Teacher,No,2,332.4,Tap,No,1002055.73,219240.13,632
HH02163,Gujarat,A,Rural,3,131075,77061,54014,Secondary,Teacher,No,0,133.8,Well,Yes,1119068.07,1071668.42,702
